Date-time CET-CEST (DD/MM/YYYY HH:mm),DMA 1 (L/s),DMA 2 (L/s)
31/01/2021 13:00,7.46,10.5
31/01/2021 14:00,7.11,10.2
31/01/2021 15:00,6.37,9.41
31/01/2021 16:00,5.69,9.9
31/01/2021 17:00,5.1,9.98
31/01/2021 18:00,5.42,10.27
31/01/2021 19:00,5.87,10.28
31/01/2021 20:00,6.2,10.8
31/01/2021 21:00,5.45,9.73
31/01/2021 22:00,5.31,8.88
31/01/2021 23:00,5.26,8.5
1/2/2021 0:00,4.05,7.93
1/2/2021 1:00,4.23,7.74
1/2/2021 2:00,4.49,7.68
1/2/2021 3:00,5.31,7.77
1/2/2021 4:00,5.25,8
1/2/2021 5:00,5.36,8.25
1/2/2021 6:00,6.65,9.14
1/2/2021 7:00,9.22,10.72
1/2/2021 8:00,10.41,10.72
1/2/2021 9:00,9.47,10.47
1/2/2021 10:00,9.11,10.17
1/2/2021 11:00,8.44,9.66
1/2/2021 12:00,8.33,9.64
1/2/2021 13:00,9.32,9.87
1/2/2021 14:00,8.68,9.9
1/2/2021 15:00,7.93,9.45
1/2/2021 16:00,8.51,9.43
1/2/2021 17:00,10.93,9.29
1/2/2021 18:00,7.32,9.49
1/2/2021 19:00,7.87,10.03
1/2/2021 20:00,7.47,10.52
1/2/2021 21:00,6.54,9.58
1/2/2021 22:00,4.67,9.11
1/2/2021 23:00,4.61,8.49
2/2/2021 0:00,3.87,7.93
2/2/2021 1:00,2.97,7.71
2/2/2021 2:00,10.64,7.64
2/2/2021 3:00,3.59,7.63
2/2/2021 4:00,2.54,7.72
2/2/2021 5:00,3.88,8.01
2/2/2021 6:00,5.18,8.72
2/2/2021 7:00,8.65,10.49
2/2/2021 8:00,9.81,10.56
2/2/2021 9:00,9.16,10
2/2/2021 10:00,9.04,9.65
2/2/2021 11:00,9.23,9.35
2/2/2021 12:00,9.32,9.28
2/2/2021 13:00,8.33,9.46
2/2/2021 14:00,8.53,9.29
2/2/2021 15:00,8.08,9.3
2/2/2021 16:00,7.09,9.43
2/2/2021 17:00,6.29,9.08
2/2/2021 18:00,7.06,9.81
2/2/2021 19:00,7.15,10.01
2/2/2021 20:00,7.21,10.52
2/2/2021 21:00,6.88,9.7
2/2/2021 22:00,4.6,8.87
2/2/2021 23:00,4.84,8.39
3/2/2021 0:00,4.37,8.03
3/2/2021 1:00,4.45,7.77
3/2/2021 2:00,4.73,7.68
3/2/2021 3:00,5.5,7.79
3/2/2021 4:00,5,7.76
3/2/2021 5:00,4.96,8.22
3/2/2021 6:00,4.86,8.86
3/2/2021 7:00,7.48,10.41
3/2/2021 8:00,8.77,10.34
3/2/2021 9:00,8.82,10.03
3/2/2021 10:00,8.4,9.85
3/2/2021 11:00,7.83,9.43
3/2/2021 12:00,8.18,9.3
3/2/2021 13:00,9.45,9.44
3/2/2021 14:00,9.75,9.42
3/2/2021 15:00,9.92,9.47
3/2/2021 16:00,8.09,9.22
3/2/2021 17:00,7.24,9.12
3/2/2021 18:00,6.95,9.7
3/2/2021 19:00,7.19,10.38
3/2/2021 20:00,6.82,10.33
3/2/2021 21:00,6.29,9.67
3/2/2021 22:00,4.44,8.86
3/2/2021 23:00,3.81,8.4
4/2/2021 0:00,3.48,7.92
4/2/2021 1:00,4.26,7.71
4/2/2021 2:00,3.98,7.73
4/2/2021 3:00,5.06,7.79
4/2/2021 4:00,4.25,7.85
4/2/2021 5:00,4.26,7.89
4/2/2021 6:00,5.58,9.14
4/2/2021 7:00,8.65,10.58
4/2/2021 8:00,9.57,10.3
4/2/2021 9:00,9.66,10.15
4/2/2021 10:00,9.73,9.43
4/2/2021 11:00,10.2,9.65
4/2/2021 12:00,9.04,9.26
4/2/2021 13:00,8.61,9.68
4/2/2021 14:00,8.3,9.65
4/2/2021 15:00,7.84,9.44
4/2/2021 16:00,7.09,9.16
4/2/2021 17:00,6.03,9.52
4/2/2021 18:00,6.49,9.94
4/2/2021 19:00,7.81,10.46
4/2/2021 20:00,7.07,9.93
4/2/2021 21:00,6.28,9.79
4/2/2021 22:00,5.23,8.88
4/2/2021 23:00,5.02,8.42
5/2/2021 0:00,4.43,8.04
5/2/2021 1:00,4.12,7.78
5/2/2021 2:00,4.43,7.76
5/2/2021 3:00,4.91,7.65
5/2/2021 4:00,4.65,7.76
5/2/2021 5:00,3.74,7.94
5/2/2021 6:00,4.65,9.07
5/2/2021 7:00,7.48,10.72
5/2/2021 8:00,8.44,10.21
5/2/2021 9:00,8.32,10.53
5/2/2021 10:00,8.11,9.66
5/2/2021 11:00,8,9.32
5/2/2021 12:00,8.66,9.42
5/2/2021 13:00,8.41,9.65
5/2/2021 14:00,9.53,9.55
5/2/2021 15:00,9.06,9.3
5/2/2021 16:00,8.56,9.2
5/2/2021 17:00,6.9,9.52
5/2/2021 18:00,6.37,9.54
5/2/2021 19:00,6.62,10.13
5/2/2021 20:00,6.57,10.18
5/2/2021 21:00,5.49,9.48
5/2/2021 22:00,3.65,8.93
5/2/2021 23:00,3.7,8.45
6/2/2021 0:00,3.59,8.07
6/2/2021 1:00,3.73,7.93
6/2/2021 2:00,3.8,7.64
6/2/2021 3:00,4.21,7.73
6/2/2021 4:00,3.68,7.96
6/2/2021 5:00,3.67,8.01
6/2/2021 6:00,4.47,8.19
6/2/2021 7:00,6.61,9.28
6/2/2021 8:00,8.09,10.44
6/2/2021 9:00,8.19,10.89
6/2/2021 10:00,8.22,10.67
6/2/2021 11:00,7.36,10.34
6/2/2021 12:00,6.11,10.29
6/2/2021 13:00,6.52,10.31
6/2/2021 14:00,6.87,10.1
6/2/2021 15:00,6.43,9.63
6/2/2021 16:00,6.16,9.45
6/2/2021 17:00,5.2,9.73
6/2/2021 18:00,5.69,9.73
6/2/2021 19:00,6.1,9.85
6/2/2021 20:00,6.36,9.95
6/2/2021 21:00,5.64,9.18
6/2/2021 22:00,5.5,8.93
6/2/2021 23:00,4.93,8.6
7/2/2021 0:00,4.01,8.33
7/2/2021 1:00,3.73,7.83
7/2/2021 2:00,3.45,7.69
7/2/2021 3:00,3.26,7.63
7/2/2021 4:00,3.48,7.69
7/2/2021 5:00,3.14,7.73
7/2/2021 6:00,2.96,7.9
7/2/2021 7:00,4.67,8.83
7/2/2021 8:00,6.51,10.35
7/2/2021 9:00,8.03,11.88
7/2/2021 10:00,8.25,11.51
7/2/2021 11:00,7.62,11.35
7/2/2021 12:00,8.3,10.95
7/2/2021 13:00,7.95,10.13
7/2/2021 14:00,7.39,10.15
7/2/2021 15:00,6.4,9.8
7/2/2021 16:00,6.09,10.06
7/2/2021 17:00,6.15,9.92
7/2/2021 18:00,6.67,10.28
7/2/2021 19:00,6.04,10.58
7/2/2021 20:00,6.14,10.8
7/2/2021 21:00,5.9,9.99
7/2/2021 22:00,4.55,8.99
7/2/2021 23:00,4.17,8.59
8/2/2021 0:00,3.48,8.01
8/2/2021 1:00,4.01,7.81
8/2/2021 2:00,4.52,7.73
8/2/2021 3:00,4.81,7.67
8/2/2021 4:00,4.27,7.74
8/2/2021 5:00,4.13,8
8/2/2021 6:00,5.5,9.25
8/2/2021 7:00,8.16,10.7
8/2/2021 8:00,8.84,10.58
8/2/2021 9:00,9.79,10.59
8/2/2021 10:00,9.89,10.4
8/2/2021 11:00,10.33,9.68
8/2/2021 12:00,12.33,9.48
8/2/2021 13:00,9.08,9.61
8/2/2021 14:00,9.63,9.62
8/2/2021 15:00,8.55,9.58
8/2/2021 16:00,6.69,9.22
8/2/2021 17:00,7.46,9.1
8/2/2021 18:00,7.71,9.65
8/2/2021 19:00,8.19,10.25
8/2/2021 20:00,7.65,10.28
8/2/2021 21:00,6.84,9.67
8/2/2021 22:00,5,9.05
8/2/2021 23:00,5.63,8.61
9/2/2021 0:00,5.29,7.94
9/2/2021 1:00,5.01,7.88
9/2/2021 2:00,12.13,7.71
9/2/2021 3:00,4.33,7.78
9/2/2021 4:00,3.8,7.68
9/2/2021 5:00,3.31,7.96
9/2/2021 6:00,4.58,8.95
9/2/2021 7:00,8.18,10.51
9/2/2021 8:00,8.89,10.31
9/2/2021 9:00,8.69,9.44
9/2/2021 10:00,9.42,9.61
9/2/2021 11:00,8.73,9.58
9/2/2021 12:00,8.77,9.17
9/2/2021 13:00,9.43,9.41
9/2/2021 14:00,8.82,9.63
9/2/2021 15:00,8.09,9.18
9/2/2021 16:00,6.79,9.3
9/2/2021 17:00,5.46,9.16
9/2/2021 18:00,5.71,9.45
9/2/2021 19:00,6.2,10.29
9/2/2021 20:00,6.33,10.01
9/2/2021 21:00,4.67,9.38
9/2/2021 22:00,4.28,8.83
9/2/2021 23:00,4.47,8.53
10/2/2021 0:00,3.78,7.95
10/2/2021 1:00,3.87,7.76
10/2/2021 2:00,4.05,7.65
10/2/2021 3:00,5.22,7.66
10/2/2021 4:00,4.51,7.61
10/2/2021 5:00,4.17,8.04
10/2/2021 6:00,4.95,8.85
10/2/2021 7:00,8.27,10.54
10/2/2021 8:00,8.64,10.16
10/2/2021 9:00,8.38,9.8
10/2/2021 10:00,9.21,9.34
10/2/2021 11:00,9.14,9.23
10/2/2021 12:00,8.72,9.48
10/2/2021 13:00,8.35,9.71
10/2/2021 14:00,8.65,9.35
10/2/2021 15:00,8.38,9.42
10/2/2021 16:00,6.8,8.91
10/2/2021 17:00,7.13,9.07
10/2/2021 18:00,7.52,9.41
10/2/2021 19:00,6.82,10.2
10/2/2021 20:00,6.74,9.96
10/2/2021 21:00,6.12,9.57
10/2/2021 22:00,5.19,9.16
10/2/2021 23:00,4.55,8.64
11/2/2021 0:00,3.32,7.89
11/2/2021 1:00,2.29,7.73
11/2/2021 2:00,3.23,7.65
11/2/2021 3:00,3.48,7.82
11/2/2021 4:00,3.07,7.65
11/2/2021 5:00,4.19,7.91
11/2/2021 6:00,5.58,8.7
11/2/2021 7:00,9.04,10.34
11/2/2021 8:00,8.66,10.55
11/2/2021 9:00,9.8,10.15
11/2/2021 10:00,8.94,9.55
11/2/2021 11:00,8.15,9.37
11/2/2021 12:00,8.27,9.64
11/2/2021 13:00,9.16,9.57
11/2/2021 14:00,8.58,9.23
11/2/2021 15:00,8.12,8.99
11/2/2021 16:00,7.12,9.19
11/2/2021 17:00,6.31,9
11/2/2021 18:00,6.07,9.57
11/2/2021 19:00,7.49,9.98
11/2/2021 20:00,7.8,10.06
11/2/2021 21:00,8.07,NaN
11/2/2021 22:00,NaN,NaN
11/2/2021 23:00,NaN,NaN
12/2/2021 0:00,NaN,NaN
12/2/2021 1:00,NaN,NaN
12/2/2021 2:00,NaN,NaN
12/2/2021 3:00,NaN,NaN
12/2/2021 4:00,4.93,7.92
12/2/2021 5:00,3.48,7.89
12/2/2021 6:00,4.64,8.81
12/2/2021 7:00,8.39,10.05
12/2/2021 8:00,8.58,10.49
12/2/2021 9:00,8.39,10.23
12/2/2021 10:00,8.32,9.47
12/2/2021 11:00,8.53,9.53
12/2/2021 12:00,8.99,9.28
12/2/2021 13:00,9.47,9.38
12/2/2021 14:00,9.61,9.28
12/2/2021 15:00,8.95,9.49
12/2/2021 16:00,8.05,9.24
12/2/2021 17:00,6.35,9.42
12/2/2021 18:00,6.37,9.59
12/2/2021 19:00,6.34,9.85
12/2/2021 20:00,6.8,9.65
12/2/2021 21:00,5.75,9.51
12/2/2021 22:00,4.73,8.8
12/2/2021 23:00,4.46,8.33
13/02/2021 00:00,4.6,7.99
13/02/2021 01:00,4.73,7.81
13/02/2021 02:00,5.65,7.71
13/02/2021 03:00,5.71,7.65
13/02/2021 04:00,3.89,7.68
13/02/2021 05:00,4.08,7.78
13/02/2021 06:00,4.81,8.09
13/02/2021 07:00,6.66,9.19
13/02/2021 08:00,7.42,10.31
13/02/2021 09:00,6.47,10.8
13/02/2021 10:00,7.26,10.56
13/02/2021 11:00,7.15,10.02
13/02/2021 12:00,7.45,10.37
13/02/2021 13:00,8.74,10.47
13/02/2021 14:00,9.35,9.68
13/02/2021 15:00,8.75,9.61
13/02/2021 16:00,7.37,9.59
13/02/2021 17:00,6.1,9.38
13/02/2021 18:00,7.29,9.89
13/02/2021 19:00,7.56,9.88
13/02/2021 20:00,8.03,9.7
13/02/2021 21:00,7.38,9.22
13/02/2021 22:00,6.26,8.92
13/02/2021 23:00,5.58,8.48
14/02/2021 00:00,5.13,8.23
14/02/2021 01:00,5.02,7.93
14/02/2021 02:00,4.35,7.8
14/02/2021 03:00,3.99,7.69
14/02/2021 04:00,3.85,7.76
14/02/2021 05:00,4.14,7.71
14/02/2021 06:00,4.27,8.11
14/02/2021 07:00,7.32,9.11
14/02/2021 08:00,8.05,10.46
14/02/2021 09:00,9.39,11.78
14/02/2021 10:00,9.8,11.74
14/02/2021 11:00,9.04,11.32
14/02/2021 12:00,9.27,11.07
14/02/2021 13:00,8.32,11.04
14/02/2021 14:00,8.92,10.84
14/02/2021 15:00,9.05,9.8
14/02/2021 16:00,8.45,9.58
14/02/2021 17:00,7.05,9.74
14/02/2021 18:00,6.88,9.9
14/02/2021 19:00,7.7,10.56
14/02/2021 20:00,7.78,9.96
14/02/2021 21:00,7.18,9.28
14/02/2021 22:00,6.08,9.03
14/02/2021 23:00,5.25,8.49
15/02/2021 00:00,5.04,7.93
15/02/2021 01:00,5.06,7.69
15/02/2021 02:00,5.07,7.6
15/02/2021 03:00,6.2,7.74
15/02/2021 04:00,5.85,7.67
15/02/2021 05:00,6.17,8.31
15/02/2021 06:00,6.38,9.11
15/02/2021 07:00,9.41,10.24
15/02/2021 08:00,9.38,10.96
15/02/2021 09:00,9.88,10.72
15/02/2021 10:00,9.49,9.86
15/02/2021 11:00,8.44,9.74
15/02/2021 12:00,7.89,9.78
15/02/2021 13:00,8.45,9.95
15/02/2021 14:00,8.47,9.72
15/02/2021 15:00,9.21,9.36
15/02/2021 16:00,8.84,9.09
15/02/2021 17:00,7.31,9.68
15/02/2021 18:00,7.57,9.71
15/02/2021 19:00,7.85,10.19
15/02/2021 20:00,9.64,10.01
15/02/2021 21:00,6.78,9.36
15/02/2021 22:00,3.9,8.79
15/02/2021 23:00,3.9,8.37
16/02/2021 00:00,3.58,7.84
16/02/2021 01:00,3.13,7.83
16/02/2021 02:00,12.26,7.63
16/02/2021 03:00,5.06,7.63
16/02/2021 04:00,3.98,7.67
16/02/2021 05:00,NaN,7.67
16/02/2021 06:00,NaN,NaN
16/02/2021 07:00,NaN,NaN
16/02/2021 08:00,NaN,8.95
16/02/2021 09:00,NaN,10.56
16/02/2021 10:00,NaN,9.86
16/02/2021 11:00,NaN,9.62
16/02/2021 12:00,5.04,9.56
16/02/2021 13:00,9.25,9.71
16/02/2021 14:00,9.82,9.57
16/02/2021 15:00,8.51,9.47
16/02/2021 16:00,7.27,9.16
16/02/2021 17:00,5.5,9.31
16/02/2021 18:00,6.52,9.81
16/02/2021 19:00,7.7,9.95
16/02/2021 20:00,7.26,10.22
16/02/2021 21:00,6.59,9.28
16/02/2021 22:00,4.51,8.96
16/02/2021 23:00,4.38,8.45
17/02/2021 00:00,3.83,7.99
17/02/2021 01:00,3.56,7.76
17/02/2021 02:00,3.8,7.67
17/02/2021 03:00,4.08,7.59
17/02/2021 04:00,3.26,7.64
17/02/2021 05:00,2.93,7.79
17/02/2021 06:00,4.47,8.5
17/02/2021 07:00,8.14,10.08
17/02/2021 08:00,9.36,9.77
17/02/2021 09:00,9.48,NaN
17/02/2021 10:00,NaN,NaN
17/02/2021 11:00,NaN,NaN
17/02/2021 12:00,9.21,9.4
17/02/2021 13:00,8.71,9.74
17/02/2021 14:00,9.4,9.56
17/02/2021 15:00,8.14,9.49
17/02/2021 16:00,6.43,9.27
17/02/2021 17:00,6.06,9.34
17/02/2021 18:00,6.44,9.87
17/02/2021 19:00,6.46,10.15
17/02/2021 20:00,6.51,10.26
17/02/2021 21:00,5.7,9.58
17/02/2021 22:00,4.51,9.24
17/02/2021 23:00,4.56,8.45
18/02/2021 00:00,4.16,8
18/02/2021 01:00,3.68,7.82
18/02/2021 02:00,4.52,7.96
18/02/2021 03:00,4.97,7.89
18/02/2021 04:00,4.19,7.84
18/02/2021 05:00,4.22,7.98
18/02/2021 06:00,5.84,8.9
18/02/2021 07:00,8.61,10.37
18/02/2021 08:00,8.89,10.71
18/02/2021 09:00,8.45,10.26
18/02/2021 10:00,8.74,9.83
18/02/2021 11:00,8.34,9.43
18/02/2021 12:00,8.28,9.41
18/02/2021 13:00,9.25,9.45
18/02/2021 14:00,8.55,9.71
18/02/2021 15:00,8.18,9.31
18/02/2021 16:00,6.42,9.37
18/02/2021 17:00,6.99,9.48
18/02/2021 18:00,6.47,9.61
18/02/2021 19:00,6.98,9.8
18/02/2021 20:00,6.42,10.2
18/02/2021 21:00,5.66,9.65
18/02/2021 22:00,4.44,8.87
18/02/2021 23:00,3.28,8.31
19/02/2021 00:00,3.16,8.66
19/02/2021 01:00,3.59,8.77
19/02/2021 02:00,3.78,8.9
19/02/2021 03:00,4.97,8.74
19/02/2021 04:00,4.25,7.84
19/02/2021 05:00,4.13,7.95
19/02/2021 06:00,5.7,9.17
19/02/2021 07:00,8.23,10.37
19/02/2021 08:00,8.17,10.46
19/02/2021 09:00,8.65,9.94
19/02/2021 10:00,7.88,9.38
19/02/2021 11:00,7.33,9.17
19/02/2021 12:00,7.73,9.36
19/02/2021 13:00,8.56,9.53
19/02/2021 14:00,9.32,9.69
19/02/2021 15:00,8.16,9.27
19/02/2021 16:00,6.23,9.13
19/02/2021 17:00,6.56,9.45
19/02/2021 18:00,6.31,9.67
19/02/2021 19:00,6.52,10.14
19/02/2021 20:00,7.13,10.01
19/02/2021 21:00,6.39,9.53
19/02/2021 22:00,5.81,8.84
19/02/2021 23:00,5.54,8.6
20/02/2021 00:00,4.37,8.15
20/02/2021 01:00,3.43,7.9
20/02/2021 02:00,3.5,7.73
20/02/2021 03:00,4.1,7.93
20/02/2021 04:00,2.85,7.86
20/02/2021 05:00,3.31,7.89
20/02/2021 06:00,5.06,8.42
20/02/2021 07:00,7.82,9.64
20/02/2021 08:00,8.14,10.65
20/02/2021 09:00,8.82,11.61
20/02/2021 10:00,8.85,10.96
20/02/2021 11:00,9.74,10.7
20/02/2021 12:00,7.75,10.18
20/02/2021 13:00,7.34,10.16
20/02/2021 14:00,7.47,10.04
20/02/2021 15:00,6.64,9.92
20/02/2021 16:00,5.43,9.95
20/02/2021 17:00,4.97,10.09
20/02/2021 18:00,5.22,9.85
20/02/2021 19:00,5.57,9.92
20/02/2021 20:00,6.16,10.43
20/02/2021 21:00,5.77,9.63
20/02/2021 22:00,5.13,9.11
20/02/2021 23:00,4.6,8.86
21/02/2021 00:00,4.11,8.33
21/02/2021 01:00,4.06,8.02
21/02/2021 02:00,3.95,7.94
21/02/2021 03:00,3.85,7.89
21/02/2021 04:00,4.03,7.87
21/02/2021 05:00,4.27,7.99
21/02/2021 06:00,4.76,8.36
21/02/2021 07:00,6.12,9.43
21/02/2021 08:00,6.35,10.49
21/02/2021 09:00,7.31,12.36
21/02/2021 10:00,6.76,11.57
21/02/2021 11:00,6.73,11.31
21/02/2021 12:00,6.74,11.07
21/02/2021 13:00,6.36,10.78
21/02/2021 14:00,5.58,10.3
21/02/2021 15:00,5.83,9.94
21/02/2021 16:00,6.14,9.69
21/02/2021 17:00,5.38,10.25
21/02/2021 18:00,6.27,10.5
21/02/2021 19:00,6.59,11.04
21/02/2021 20:00,6.99,10.71
21/02/2021 21:00,5.73,9.84
21/02/2021 22:00,4.91,9.29
21/02/2021 23:00,3.74,8.81
22/02/2021 00:00,2.71,8.35
22/02/2021 01:00,2.47,8.06
22/02/2021 02:00,2.86,8.02
22/02/2021 03:00,3.34,7.99
22/02/2021 04:00,4.04,8.17
22/02/2021 05:00,4.3,8.53
22/02/2021 06:00,5.35,9.42
22/02/2021 07:00,8.65,11.09
22/02/2021 08:00,8.73,11.07
22/02/2021 09:00,8.92,10.7
22/02/2021 10:00,9.62,9.97
22/02/2021 11:00,9.31,10.07
22/02/2021 12:00,7.8,10.03
22/02/2021 13:00,8.5,9.94
22/02/2021 14:00,8.25,9.77
22/02/2021 15:00,8.1,9.67
22/02/2021 16:00,6.7,9.77
22/02/2021 17:00,NaN,9.69
22/02/2021 18:00,6.06,10.23
22/02/2021 19:00,7.52,10.63
22/02/2021 20:00,8.14,10.51
22/02/2021 21:00,6.16,9.99
22/02/2021 22:00,5.45,9.23
22/02/2021 23:00,4.83,8.88
23/02/2021 00:00,3.94,8.28
23/02/2021 01:00,3.75,8.36
23/02/2021 02:00,12.83,8.03
23/02/2021 03:00,3.66,8.08
23/02/2021 04:00,2.23,8.18
23/02/2021 05:00,NaN,8.53
23/02/2021 06:00,4.27,9.72
23/02/2021 07:00,8.16,11.28
23/02/2021 08:00,8.93,11.27
23/02/2021 09:00,8.5,10.74
23/02/2021 10:00,8.89,10.23
23/02/2021 11:00,8.01,9.61
23/02/2021 12:00,8.97,9.9
23/02/2021 13:00,9.86,9.89
23/02/2021 14:00,9.94,10.01
23/02/2021 15:00,9.5,9.79
23/02/2021 16:00,7.74,9.98
23/02/2021 17:00,7.41,10.2
23/02/2021 18:00,6.3,10.72
23/02/2021 19:00,6.42,11.02
23/02/2021 20:00,5.9,10.81
23/02/2021 21:00,5.57,10.21
23/02/2021 22:00,3.03,9.43
23/02/2021 23:00,3.03,9.04
24/02/2021 00:00,3.58,8.45
24/02/2021 01:00,3.55,8.33
24/02/2021 02:00,3.82,8.35
24/02/2021 03:00,4.4,8.44
24/02/2021 04:00,4.09,8.53
24/02/2021 05:00,4.45,8.62
24/02/2021 06:00,4.33,9.64
24/02/2021 07:00,8.74,11.02
24/02/2021 08:00,10.22,11.36
24/02/2021 09:00,8.93,11.17
24/02/2021 10:00,8.52,10.47
24/02/2021 11:00,8.12,9.97
24/02/2021 12:00,7.68,9.82
24/02/2021 13:00,8.61,9.95
24/02/2021 14:00,7.54,10.43
24/02/2021 15:00,7.54,9.93
24/02/2021 16:00,6.19,10.02
24/02/2021 17:00,6.24,9.97
24/02/2021 18:00,7.15,10.38
24/02/2021 19:00,7.08,11.05
24/02/2021 20:00,7.01,11.02
24/02/2021 21:00,5.56,10.16
24/02/2021 22:00,5.19,9.33
24/02/2021 23:00,4.59,9.02
25/02/2021 00:00,4.56,8.68
25/02/2021 01:00,4.23,8.27
25/02/2021 02:00,3.69,8.34
25/02/2021 03:00,3.22,8.5
25/02/2021 04:00,3.21,8.63
25/02/2021 05:00,3.37,8.96
25/02/2021 06:00,4.73,9.41
25/02/2021 07:00,9.07,11.35
25/02/2021 08:00,9.44,11.61
25/02/2021 09:00,10.17,10.69
25/02/2021 10:00,8.81,10.56
25/02/2021 11:00,8.15,10.11
25/02/2021 12:00,8.83,10.35
25/02/2021 13:00,8.07,10.35
25/02/2021 14:00,7.72,10.08
25/02/2021 15:00,6.43,9.82
25/02/2021 16:00,5.47,9.78
25/02/2021 17:00,5.36,9.97
25/02/2021 18:00,5.76,10.6
25/02/2021 19:00,6.02,10.97
25/02/2021 20:00,6.39,11.06
25/02/2021 21:00,5.68,10.17
25/02/2021 22:00,4.2,9.43
25/02/2021 23:00,3.99,8.9
26/02/2021 00:00,4.2,8.39
26/02/2021 01:00,3.74,8.25
26/02/2021 02:00,4.17,8.27
26/02/2021 03:00,5.22,8.44
26/02/2021 04:00,4.42,8.48
26/02/2021 05:00,4.24,8.59
26/02/2021 06:00,5.1,9.61
26/02/2021 07:00,9.11,11.55
26/02/2021 08:00,8.66,11.86
26/02/2021 09:00,7.37,11.13
26/02/2021 10:00,7.14,10.83
26/02/2021 11:00,7.21,10.06
26/02/2021 12:00,7.33,10.6
26/02/2021 13:00,7.46,10.69
26/02/2021 14:00,8.12,10.5
26/02/2021 15:00,8.1,9.94
26/02/2021 16:00,6.51,9.96
26/02/2021 17:00,6.22,10.1
26/02/2021 18:00,6.48,10.48
26/02/2021 19:00,7.09,11.01
26/02/2021 20:00,7.4,10.38
26/02/2021 21:00,5.95,10.16
26/02/2021 22:00,4.67,9.2
26/02/2021 23:00,3.45,8.97
27/02/2021 00:00,2.42,8.44
27/02/2021 01:00,2.12,8.19
27/02/2021 02:00,2.84,8.17
27/02/2021 03:00,3.34,8.38
27/02/2021 04:00,2.5,8.39
27/02/2021 05:00,3.3,8.42
27/02/2021 06:00,4.54,8.87
27/02/2021 07:00,7.04,10.29
27/02/2021 08:00,7.77,11.86
27/02/2021 09:00,7.89,12.29
27/02/2021 10:00,7.75,11.34
27/02/2021 11:00,7.64,10.67
27/02/2021 12:00,6.8,10.89
27/02/2021 13:00,6.43,10.55
27/02/2021 14:00,6.21,10.46
27/02/2021 15:00,5.77,10.13
27/02/2021 16:00,5.03,10.56
27/02/2021 17:00,4.86,10.36
27/02/2021 18:00,5.73,10.81
27/02/2021 19:00,6.06,10.65
27/02/2021 20:00,6.52,10.52
27/02/2021 21:00,5.86,9.66
27/02/2021 22:00,4.82,9.4
27/02/2021 23:00,4.42,8.88
28/02/2021 00:00,3.73,8.55
28/02/2021 01:00,3.36,8.24
28/02/2021 02:00,3.47,8.23
28/02/2021 03:00,3.33,8.14
28/02/2021 04:00,3.26,8.16
28/02/2021 05:00,2.5,8.37
28/02/2021 06:00,3.1,8.63
28/02/2021 07:00,4.93,9.59
28/02/2021 08:00,6.13,11.14
28/02/2021 09:00,6.94,12.18
28/02/2021 10:00,6.74,12.11
28/02/2021 11:00,7.4,11.81
28/02/2021 12:00,7.04,11.79
28/02/2021 13:00,7,10.77
28/02/2021 14:00,7.27,10.52
28/02/2021 15:00,6.2,9.89
28/02/2021 16:00,5.55,10.12
28/02/2021 17:00,5.99,10.56
28/02/2021 18:00,6.24,11.06
28/02/2021 19:00,5.66,10.74
28/02/2021 20:00,5.64,10.93
28/02/2021 21:00,4.99,10.23
28/02/2021 22:00,4.07,9.3
28/02/2021 23:00,2.34,8.89
1/3/2021 0:00,2.17,8.44
1/3/2021 1:00,3.12,8.26
1/3/2021 2:00,3.47,8.2
1/3/2021 3:00,4.45,8.36
1/3/2021 4:00,3.86,8.43
1/3/2021 5:00,3.73,8.96
1/3/2021 6:00,4.52,9.74
1/3/2021 7:00,8.88,11.71
1/3/2021 8:00,8.79,11.64
1/3/2021 9:00,8.62,11.54
1/3/2021 10:00,7.96,10.93
1/3/2021 11:00,8.11,10.63
1/3/2021 12:00,8.3,10.85
1/3/2021 13:00,8.48,11.78
1/3/2021 14:00,7.49,10.96
1/3/2021 15:00,8.55,10.57
1/3/2021 16:00,6.53,10.49
1/3/2021 17:00,6.7,10.84
1/3/2021 18:00,6.89,10.63
1/3/2021 19:00,7.56,11.27
1/3/2021 20:00,7.68,11.26
1/3/2021 21:00,6.73,11.04
1/3/2021 22:00,5.13,9.95
1/3/2021 23:00,4.6,9.36
2/3/2021 0:00,3.94,8.99
2/3/2021 1:00,3.82,8.95
2/3/2021 2:00,12.22,8.77
2/3/2021 3:00,3.15,8.8
2/3/2021 4:00,2.5,9.01
2/3/2021 5:00,2.84,9.04
2/3/2021 6:00,4.76,10.59
2/3/2021 7:00,9.25,11.86
2/3/2021 8:00,8.76,11.73
2/3/2021 9:00,8.6,11.41
2/3/2021 10:00,8.44,11.15
2/3/2021 11:00,8.1,10.65
2/3/2021 12:00,8.82,10.52
2/3/2021 13:00,8.5,11.12
2/3/2021 14:00,8.07,10.7
2/3/2021 15:00,7.79,10.55
2/3/2021 16:00,7.29,10.18
2/3/2021 17:00,5.78,10.44
2/3/2021 18:00,5.91,10.97
2/3/2021 19:00,6.17,11.22
2/3/2021 20:00,6.99,11.52
2/3/2021 21:00,6.19,10.69
2/3/2021 22:00,4.88,9.95
2/3/2021 23:00,3.97,9.32
3/3/2021 0:00,3.66,8.99
3/3/2021 1:00,3.33,8.91
3/3/2021 2:00,3.6,8.65
3/3/2021 3:00,4.46,8.65
